,Region,Country_Code,Country_or_area,City_Code,City,data_sources_UN,City_Definition,Latitude,Longitude,year,population
1558,Africa,24,Angola,20050,Huambo,"Censuses of 1960, 1970 and 2014; Estimates for 1950, 1983 and 1993.",Urban Agglomeration,-12.77611,15.73917,1957,28.427
1559,Africa,24,Angola,895000000,Lobito,"Censuses of 1960, 1970 and 2014; Estimates for 1950 and 1983.",Urban Agglomeration,-12.364,13.536,1957,38.713
1560,Africa,24,Angola,20049,Luanda,"Censuses of 1960, 1970, 1983 and 2014; Estimates for 1950, 1993 and 2018.",Urban Agglomeration,-8.83682,13.23432,1957,191.089
1561,Africa,24,Angola,204044,Lubango,"Censuses of 1960, 1970 and 2014; Estimate for 1950; UN Estimate for 1993.",Urban Agglomeration,-14.91717,13.4925,1957,13.76
1562,Africa,24,Angola,895000004,Malanje,"Censuses of 1960, 1970 and 2014; Estimate for 1950.",Urban Agglomeration,-9.54,16.341,1957,14.906
1563,Africa,24,Angola,895000012,Uige,"Censuses of 1960, 1970 and 2014.",City Proper,-7.1069,15.4406,1957,5.027
1564,Africa,204,Benin,204024,Abomey-Calavi,"Censuses of 1979, 1992, 2002 and 2013.",Urban Agglomeration,6.44852,2.35566,1957,17.611
1565,Africa,204,Benin,20888,Cotonou,"Censuses of 1979, 1992, 2002 and 2013; Estimates for 1951, 1956 and 1965; Sample Survey of 1961.",City Proper,6.36536,2.41833,1957,60.249
1566,Africa,204,Benin,20889,Djougou,"Censuses of 1979, 1992, 2002 and 2013; Sample Survey of 1961.",Urban Agglomeration,9.70853,1.66598,1957,5.696
1567,Africa,204,Benin,20890,Parakou,"Censuses of 1979, 1992, 2002 and 2013; Sample Survey of 1961.",City Proper,9.33716,2.63031,1957,9.972
1568,Africa,854,Burkina Faso,23191,Bobo-Dioulasso,"Censuses of 1951, 1960, 1975, 1985, 1996 and 2006; Estimate for 2015.",City Proper,11.17715,-4.2979,1957,48.184
1569,Africa,854,Burkina Faso,23192,Ouagadougou,"Censuses of 1951, 1960, 1975, 1985, 1996 and 2006; Estimate for 2015; Sample Survey of 1968.",City Proper,12.36423,-1.53834,1957,50.707
1570,Africa,108,Burundi,20340,Bujumbura,"Censuses of 1979, 1990 and 2008; Estimates for 1970 and 2003; Register of 1950; Sample Survey of 1965.",City Proper,-3.3822,29.3644,1957,34.948
1571,Africa,120,Cameroon,20360,Bafoussam,"Censuses of 1976, 1987 and 2005; Estimates for 1965 and 1970.",City Proper,5.47366,10.41786,1957,18.273
1572,Africa,120,Cameroon,20361,Bamenda,"Censuses of 1976, 1987 and 2005; Estimates for 1965 and 1970.",City Proper,5.95266,10.15824,1957,13.074
1573,Africa,120,Cameroon,20362,Douala,"Censuses of 1955, 1976, 1987 and 2005; Sample Survey of 1964.",Urban Agglomeration,4.04827,9.70428,1957,129.424
1574,Africa,120,Cameroon,20363,Garoua,"Censuses of 1976 and 1987; Estimates for 1965, 1970 and 2005.",City Proper,9.3,13.4,1957,11.674
1575,Africa,120,Cameroon,204222,Loum,Censuses of 1976 and 1987.,City Proper,4.7182,9.7351,1957,7.656
1576,Africa,120,Cameroon,204228,Mbouda,Censuses of 1976 and 1987; Estimates for 1965 and 1970.,City Proper,5.62578,10.25517,1957,6.572
1577,Africa,120,Cameroon,20365,Yaoundé,"Censuses of 1957, 1976, 1987 and 2005; Estimate for 1969; Sample Survey of 1962 and 1964.",Urban Agglomeration,3.86667,11.51667,1957,58.1
1578,Africa,140,Central African Republic,20410,Bangui,"Censuses of 1955, 1964, 1975, 1988 and 2003; Estimate for 1966; Sample Survey of 1960.",Urban Agglomeration,4.36122,18.55496,1957,79.263
1579,Africa,148,Chad,20420,N'Djaména,"Censuses of 1962, 1993 and 2009; Estimates for 1972 and 1978; Sample Survey of 1964.",City Proper,12.10672,15.0444,1957,51.801
1580,Africa,178,Congo,20848,Brazzaville,"Censuses of 1955, 1961, 1974, 1984, 1996 and 2007; Estimate for 1950.",City Proper,-4.26583,15.28318,1957,101.885
1581,Africa,178,Congo,20849,Pointe-Noire,"Censuses of 1958, 1974, 1984, 1996 and 2007; Sample Survey of 1962.",City Proper,-4.77609,11.86352,1957,46.95
1582,Africa,384,Côte d'Ivoire,21602,Abidjan,"Censuses of 1950, 1955, 1975, 1988, 1998 and 2014; Sample Survey of 1963 and 1978.",City Proper,5.345339,-4.026789,1957,149.159
1583,Africa,384,Côte d'Ivoire,21603,Bouake,"Censuses of 1958, 1975, 1988, 1998 and 2014; Estimate for 1965; Register of 1955; Sample Survey of 1961.",City Proper,7.69385,-5.03031,1957,44.611
1584,Africa,180,Democratic Republic of the Congo,20850,Bukavu,"Census of 1984; Estimates for 1950, 1956, 1970 and 2004.",City Proper,-2.50833,28.86083,1957,34.567
1585,Africa,180,Democratic Republic of the Congo,205455,Bunia,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,1.566666667,30.25,1957,10.639
1586,Africa,180,Democratic Republic of the Congo,205453,Goma,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,-1.679166667,29.22277778,1957,11.259
1587,Africa,180,Democratic Republic of the Congo,205460,Kabinda,Census of 1984; Estimate for 2004.,City Proper,-6.13791,24.48179,1957,2.739
1588,Africa,180,Democratic Republic of the Congo,20851,Kananga,Censuses of 1956 and 1984; Estimate for 2004.,City Proper,-5.89624,22.41659,1957,61.037
1589,Africa,180,Democratic Republic of the Congo,20852,Kikwit,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,-5.04098,18.81619,1957,15.971
1590,Africa,180,Democratic Republic of the Congo,20853,Kinshasa,Census of 1984; Estimates for 1998 and 2004; Register of 1950 and 1958; Sample Survey of 1967.,Urban Agglomeration,-4.32758,15.31357,1957,339.082
1591,Africa,180,Democratic Republic of the Congo,20854,Kisangani,"Census of 1984; Estimates for 1950, 1956, 1960, 1970 and 2004.",City Proper,0.51667,25.2,1957,79.012
1592,Africa,180,Democratic Republic of the Congo,23555,Kolwezi,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,-10.71484,25.46674,1957,41.619
1593,Africa,180,Democratic Republic of the Congo,20855,Likasi,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1966, 1970 and 2004.",City Proper,-10.98139,26.73333,1957,71.944
1594,Africa,180,Democratic Republic of the Congo,20856,Lubumbashi,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,-11.66089,27.47938,1957,165.212
1595,Africa,180,Democratic Republic of the Congo,20857,Matadi,"Census of 1984; Estimates for 1950, 1955, 1960, 1970 and 2004.",City Proper,-5.8177,13.4717,1957,74.172
1596,Africa,180,Democratic Republic of the Congo,20858,Mbandaka,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,0.04865,18.26034,1957,33.891
1597,Africa,180,Democratic Republic of the Congo,20859,Mbuji-Mayi,"Census of 1984; Estimates for 1960, 1970 and 2004.",City Proper,-6.15,23.6,1957,110.511
1598,Africa,180,Democratic Republic of the Congo,204243,Tshikapa,Censuses of 1970 and 1984; Estimate for 2004.,City Proper,-6.41621,20.79995,1957,14.103
1599,Africa,180,Democratic Republic of the Congo,205454,Uvira,Census of 1984; Estimates for 1970 and 2004.,City Proper,-3.39534,29.13779,1957,3.793
1600,Africa,262,Djibouti,21005,Djibouti,"Censuses of 1960, 1983 and 2009; Estimates for 1957 and 1970; Sample Survey of 1991.",Urban Agglomeration,11.58767,43.14468,1957,32.447
1601,Africa,818,Egypt,22814,Al-Fayyum,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,29.30995,30.8418,1957,87.621
1602,Africa,818,Egypt,22804,Al-Iskandariyah (Alexandria),"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.192471,29.904596,1957,1345.288
1603,Africa,818,Egypt,22815,Al-Ismailiyah,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.60427,32.27225,1957,102.388
1604,Africa,818,Egypt,22806,Al-Mahallah al-Kubra,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.9745,31.16499,1957,160.808
1605,Africa,818,Egypt,22819,Al-Mansurah,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.03637,31.38069,1957,137.611
1606,Africa,818,Egypt,22812,Al-Qahirah (Cairo),"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",Metropolitan area,30.039173,31.239411,1957,3274.417
1607,Africa,818,Egypt,22827,As-Suways,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,29.968133,32.547497,1957,174.694
1608,Africa,818,Egypt,22808,Aswan,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,24.09343,32.90704,1957,51.5
1609,Africa,818,Egypt,22807,Asyut,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,27.18096,31.18368,1957,117.341
1610,Africa,818,Egypt,22829,Az-Zaqazig,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.5875,31.50194444,1957,112.56
1611,Africa,818,Egypt,22823,Bur Sa'id,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.25654,32.28412,1957,227.129
1612,Africa,818,Egypt,22816,Kafr-ad-Dawwar,"Censuses of 1976, 1986 and 1996.",City Proper,31.13385,30.12843,1957,38.373
1613,Africa,818,Egypt,22828,Tanta,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.787176,30.999539,1957,172.561
1614,Africa,226,Equatorial Guinea,20919,Bata,"Censuses of 1950, 1960, 1983, 1994, 2001 and 2015.",Urban Agglomeration,1.86391,9.76582,1957,13.82
1615,Africa,232,Eritrea,20931,Asmara,"Census of 1984; Estimates for 1950, 1967, 1990, 1997, 2002 and 2006.",City Proper,15.33333,38.93333,1957,102.729
1616,Africa,231,Ethiopia,20921,Addis Ababa,"Censuses of 1984, 1994 and 2007; Estimates for 1950, 1967 and 2017.",City Proper,9.02497,38.74689,1957,477.194
1617,Africa,231,Ethiopia,20925,Dire Dawa,"Censuses of 1984, 1994 and 2007; Estimate for 2017.",City Proper,9.59306,41.86611,1957,25.757
1618,Africa,231,Ethiopia,20926,Gondar,"Censuses of 1984, 1994 and 2007; Estimates for 1999, 2001, 2002 and 2017.",City Proper,12.6,37.46667,1957,34.769
1619,Africa,231,Ethiopia,20929,Mekele,"Censuses of 1984, 1994 and 2007; Estimate for 2017; UN Estimate for 2015.",City Proper,13.49667,39.47528,1957,19.132
1620,Africa,231,Ethiopia,20930,Nazret,"Censuses of 1984, 1994 and 2007; Estimate for 2013.",City Proper,8.540869,39.271569,1957,20.167
1621,Africa,266,Gabon,21006,Libreville,"Censuses of 1958, 1961, 1969, 1993, 2003 and 2013; Estimates for 1967 and 1977; Register of 1951 and 1957; Sample Survey of 1964.",City Proper,0.3925,9.45365,1957,17.1
1622,Africa,270,Gambia,21012,Banjul,"Censuses of 1951, 1963, 1973, 1983, 1993, 2003 and 2013; Estimate for 1967.",Urban Agglomeration,13.453099,-16.679433,1957,33.337
1623,Africa,288,Ghana,21107,Accra,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,5.55602,-0.1969,1957,311.171
1624,Africa,288,Ghana,21108,Kumasi,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,6.68848,-1.62443,1957,175.129
1625,Africa,288,Ghana,21109,Sekondi Takoradi,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,4.934,-1.7137,1957,76.34
1626,Africa,288,Ghana,21110,Tamale,"Censuses of 1960, 1970, 1984, 2000 and 2010.",City Proper,9.40078,-0.8393,1957,33.382
1627,Africa,324,Guinea,21126,Conakry,"Censuses of 1951, 1960, 1983, 1996 and 2014; Estimate for 1972.",City Proper,9.571642,-13.647602,1957,76.498
1628,Africa,624,Guinea-Bissau,22171,Bissau,"Censuses of 1950, 1960, 1979, 1991 and 2009.",City Proper,11.86357,-15.59767,1957,23.141
1629,Africa,404,Kenya,21705,Eldoret,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,0.52036,35.26992,1957,14.257
1630,Africa,404,Kenya,21706,Kisumu,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-0.10221,34.76171,1957,17.765
1631,Africa,404,Kenya,21708,Mombasa,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-4.05466,39.66359,1957,136.519
1632,Africa,404,Kenya,21711,Nairobi,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-1.28333,36.81667,1957,233.256
1633,Africa,404,Kenya,21712,Nakuru,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-0.28333,36.06667,1957,28.793
1634,Africa,404,Kenya,204553,Ruiru,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009; UN Estimate for 2010.",City Proper,-1.15148,36.951878,1957,0.941
1635,Africa,430,Liberia,21779,Monrovia,"Censuses of 1956, 1962, 1974, 1984 and 2008; Estimates for 1991, 1995, 1996, 1999 and 2004; UN Estimate for 2013.",Urban Agglomeration,6.30054,-10.7969,1957,46.444
1636,Africa,434,Libya,21780,Banghazi,"Censuses of 1954, 1964, 1973, 1984, 1995 and 2006.",City Proper,32.11667,20.06667,1957,84.97
1637,Africa,434,Libya,21781,Misratah,"Censuses of 1964, 1973 and 1984; Estimate for 2003; UN Estimate for 1954.",Urban Agglomeration,32.37535,15.09254,1957,23.916
1638,Africa,434,Libya,21782,Tarabulus (Tripoli),"Censuses of 1954, 1964, 1973, 1995 and 2006.",City Proper,32.87519,13.18746,1957,150.039
1639,Africa,450,Madagascar,21792,Antananarivo,"Censuses of 1975 and 1993; Estimates for 1952, 1955, 1959, 1971, 2001, 2005 and 2011; Sample Survey of 1966.",Urban Agglomeration,-18.91368,47.53613,1957,209.864
1640,Africa,450,Madagascar,21793,Antsirabe,"Censuses of 1962, 1975 and 1993; Estimates for 1952, 2001, 2005, 2008 and 2011; Sample Survey of 1966.",City Proper,-19.8664,47.03347,1957,16.263
1641,Africa,450,Madagascar,21796,Toamasina,"Censuses of 1971 and 1975; Estimates for 1952, 1966, 1993, 2001, 2005, 2008 and 2011; Sample Survey of 1960.",City Proper,-18.16667,49.38333,1957,42.57
1642,Africa,454,Malawi,21798,Blantyre-Limbe,"Censuses of 1966, 1977, 1987, 1998 and 2008; Estimate for 1956.",City Proper,-15.78499,35.00854,1957,34.219
1643,Africa,454,Malawi,21799,Lilongwe,"Censuses of 1966, 1977, 1987, 1998 and 2008; Estimate for 1956.",City Proper,-13.96692,33.78725,1957,7.846
1644,Africa,466,Mali,21818,Bamako,"Censuses of 1951, 1965, 1976, 1987, 1998 and 2009; Estimates for 1960, 1968 and 2015.",City Proper,12.65,-8,1957,118.281
1645,Africa,466,Mali,23401,Sikasso,"Censuses of 1976, 1987, 1998 and 2009; Sample Survey of 1960.",City Proper,11.3135,-5.6697,1957,18.025
1646,Africa,478,Mauritania,21821,Nouakchott,"Censuses of 1961, 1964, 1977, 1988, 2000 and 2013; Estimate for 1957.",City Proper,18.08581,-15.9785,1957,4.3
1647,Africa,504,Morocco,21888,Agadir,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014.",Urban Agglomeration,30.424847,-9.593695,1957,14.62
1648,Africa,504,Morocco,21891,Dar-el-Beida (Casablanca),"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",Urban Agglomeration,33.59278,-7.61916,1957,848.326
1649,Africa,504,Morocco,21893,Fès,"Censuses of 1971, 1982, 1994, 2004 and 2014; Estimates for 1952 and 1960.",Urban Agglomeration,34.03715,-4.9998,1957,239.047
1650,Africa,504,Morocco,21894,Kénitra,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014.",City Proper,34.26101,-6.5802,1957,81.336
1651,Africa,504,Morocco,21896,Marrakech,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,31.63148,-8.00828,1957,232.376
1652,Africa,504,Morocco,21897,Meknès,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,33.89352,-5.54727,1957,174.228
1653,Africa,504,Morocco,21898,Oujda,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,34.68052,-1.90764,1957,111.69
1654,Africa,504,Morocco,21899,Rabat,"Censuses of 1952, 1960, 1971, 1982, 1994, 2004 and 2014.",Urban Agglomeration,34.01325,-6.83255,1957,201.883
1655,Africa,504,Morocco,21900,Safi,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,32.29939,-9.23718,1957,71.004
1656,Africa,504,Morocco,21903,Tanger,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",Urban Agglomeration,35.784722,-5.812778,1957,129.392
1657,Africa,504,Morocco,21905,Tétouan,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,35.57109,-5.37242,1957,93.537
1658,Africa,508,Mozambique,21906,Beira,"Censuses of 1950, 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-19.84361,34.83889,1957,53.33
1659,Africa,508,Mozambique,21907,Chimoio,"Censuses of 1960, 1980, 1997, 2007 and 2017.",City Proper,-19.11639,33.48333,1957,32.899
1660,Africa,508,Mozambique,21910,Maputo,"Censuses of 1950, 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-25.96528,32.58917,1957,147.791
1661,Africa,508,Mozambique,21911,Matola,"Censuses of 1960, 1980, 1997, 2007 and 2017; UN Estimate for 2018.",City Proper,-25.96222,32.45889,1957,13.254
1662,Africa,508,Mozambique,21914,Nampula,"Censuses of 1950, 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-15.11646,39.2666,1957,97.35
1663,Africa,508,Mozambique,21916,Quelimane,"Censuses of 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-17.87861,36.88833,1957,61.968
1664,Africa,508,Mozambique,21917,Tete,"Censuses of 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-16.15639,33.58667,1957,34.768
1665,Africa,516,Namibia,21925,Windhoek,"Censuses of 1951, 1960, 1970, 1981, 1991, 2001 and 2011.",Urban Agglomeration,-22.55941,17.08323,1957,29.73
1666,Africa,562,Niger,21972,Niamey,"Censuses of 1977, 1988, 2001 and 2012; Estimates for 1962 and 1966.",City Proper,13.51366,2.1098,1957,44.468
1667,Africa,562,Niger,21973,Zinder,"Censuses of 1977, 1988, 2001 and 2012; Estimates for 1956, 1959 and 1962.",City Proper,13.80716,8.9881,1957,15.41
1668,Africa,566,Nigeria,21974,Aba,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,5.10658,7.36667,1957,80.996
1669,Africa,566,Nigeria,206382,Abakaliki,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,6.31625,8.11691,1957,20.192
1670,Africa,566,Nigeria,21975,Abeokuta,"Censuses of 1953, 1963 and 1991; Estimate for 2010.",City Proper,7.15,3.35,1957,117.301
1671,Africa,566,Nigeria,21976,Abuja,"Censuses of 1991 and 2006; UN Estimates for 1953, 1963 and 2013.",Urban Agglomeration,9.05735,7.48976,1957,21.928
1672,Africa,566,Nigeria,21977,Ado-Ekiti,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,7.621,5.2215,1957,37.154
1673,Africa,566,Nigeria,21978,Akure,"Censuses of 1953, 1963 and 1991; Estimate for 2010.",City Proper,7.25256,5.19312,1957,49.888
1674,Africa,566,Nigeria,21980,Bauchi,Censuses of 1963 and 1991; Estimate for 2010.,Urban Agglomeration,10.31344,9.84327,1957,30.218
1675,Africa,566,Nigeria,21981,Benin City,"Censuses of 1953, 1963, 1991 and 2006.",Urban Agglomeration,6.33504,5.62749,1957,69.64
1676,Africa,566,Nigeria,206384,Birnin Kebbi,"Estimates for 1960, 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,12.45389,4.1975,1957,16.837
1677,Africa,566,Nigeria,21982,Calabar,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,4.9517,8.322,1957,55.681
1678,Africa,566,Nigeria,21985,Effon Alaiye,Censuses of 1963 and 1991.,City Proper,7.65,4.91667,1957,55.204
1679,Africa,566,Nigeria,21986,Enugu,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,6.4402,7.4943,1957,79.577
1680,Africa,566,Nigeria,21987,Gboko,"Census of 1963; Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",City Proper,7.326835,9.003405,1957,12.382
1681,Africa,566,Nigeria,21988,Gombe,Censuses of 1963 and 1991; Estimate for 2010.,City Proper,10.28969,11.16729,1957,35.721
1682,Africa,566,Nigeria,206392,Gwagwalada,"Estimates for 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,8.94139,7.09194,1957,5.096
1683,Africa,566,Nigeria,21990,Ibadan,"Censuses of 1953, 1963, 1991 and 2006.",Urban Agglomeration,7.38778,3.89639,1957,522.286
1684,Africa,566,Nigeria,21991,Ife,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,7.477328,4.558853,1957,111.85
1685,Africa,566,Nigeria,206381,Igbidu,"Estimates for 1990, 2000 and 2010.",Urban Agglomeration,6.068322,8.116942,1957,106.356
1686,Africa,566,Nigeria,21992,Ijebu-Ode,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",City Proper,6.81609,3.91588,1957,48.727
1687,Africa,566,Nigeria,23537,Ikorodu,"Census of 1991; Estimates for 1950, 1960, 1970, 1980, 2000 and 2010.",City Proper,6.608716,3.510823,1957,29.044
1688,Africa,566,Nigeria,21995,Ikot Ekpene,Censuses of 1963 and 1991.,City Proper,5.17938,7.71082,1957,29.423
1689,Africa,566,Nigeria,21997,Ilesha,"Census of 1953; Estimates for 1960, 1970, 1980, 1990, 2000 and 2010.",City Proper,7.61667,4.73333,1957,90.339
1690,Africa,566,Nigeria,21998,Ilorin,"Censuses of 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,8.5,4.55,1957,156.196
1691,Africa,566,Nigeria,22003,Jos,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,9.91667,8.9,1957,54.75
1692,Africa,566,Nigeria,22004,Kaduna,"Censuses of 1953 and 1963; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,10.52224,7.43828,1957,67.755
1693,Africa,566,Nigeria,22005,Kano,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,12.00012,8.51672,1957,182.538
1694,Africa,566,Nigeria,22006,Katsina,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,12.98943,7.60063,1957,59.873
1695,Africa,566,Nigeria,206385,Lafia,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,8.48333,8.51667,1957,23.389
1696,Africa,566,Nigeria,22007,Lagos,"Censuses of 1953, 1963, 1991 and 2006; Estimates for 1971 and 2015.",Urban Agglomeration,6.45306,3.39583,1957,569.19
1697,Africa,566,Nigeria,206383,Lokoja,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,7.80236,6.743,1957,15.024
1698,Africa,566,Nigeria,22008,Maiduguri,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,11.84644,13.16027,1957,72.572
1699,Africa,566,Nigeria,23539,Makurdi,Censuses of 1963 and 1991; Estimate for 2010.,City Proper,7.7411,8.5121,1957,42.758
1700,Africa,566,Nigeria,23540,Minna,Censuses of 1963 and 1991; Estimate for 2010; UN Estimate for 1983.,Urban Agglomeration,9.61389,6.55694,1957,43.94
1701,Africa,566,Nigeria,23542,Nnewi,"Estimates for 1960, 1970, 1980, 1990 and 2000.",City Proper,6.01986,6.91478,1957,6.358
1702,Africa,566,Nigeria,22009,Ogbomosho,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",City Proper,8.132406,4.243307,1957,130.699
1703,Africa,566,Nigeria,22010,Okene,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,7.550727,6.233654,1957,34.348
1704,Africa,566,Nigeria,22011,Okpogho,Census of 1991; UN Estimate for 1953.,City Proper,6.440393,7.284425,1957,18.754
1705,Africa,566,Nigeria,22012,Ondo,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,7.1,4.83333,1957,47.161
1706,Africa,566,Nigeria,22013,Onitsha,"Censuses of 1953, 1963, 1991 and 2006.",Urban Agglomeration,6.14543,6.78845,1957,104.863
1707,Africa,566,Nigeria,22014,Oshogbo,"Censuses of 1953, 1963 and 1991; Estimate for 2010.",Urban Agglomeration,7.76667,4.56667,1957,153.286
1708,Africa,566,Nigeria,22015,Owerri,"Estimates for 1960, 1970, 1980, 1990, 2000 and 2010.",City Proper,5.48333,7.03041,1957,20.034
1709,Africa,566,Nigeria,22017,Oyo,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,7.85,3.93333,1957,80.339
1710,Africa,566,Nigeria,22018,Port Harcourt,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,4.77742,7.0134,1957,104.654
1711,Africa,566,Nigeria,206386,Potiskum,"Estimates for 1950, 1960, 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,11.7091,11.0694,1957,17.317
1712,Africa,566,Nigeria,22020,Saki,Censuses of 1953 and 1991; Estimate for 2010.,City Proper,8.66667,3.38333,1957,26.882
1713,Africa,566,Nigeria,22021,Sokoto,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",City Proper,13.06092,5.23902,1957,58.676
1714,Africa,566,Nigeria,22022,Umuahia,Censuses of 1963 and 1991.,City Proper,5.52627,7.48959,1957,19.912
1715,Africa,566,Nigeria,206379,Uyo,"Estimates for 1950, 1960, 1970, 1980, 1990 and 2000.",Urban Agglomeration,5.05127,7.9335,1957,10.465
1716,Africa,566,Nigeria,22023,Warri,"Census of 1953; Estimates for 1970, 1980, 1990, 2000 and 2010.",Urban Agglomeration,5.51667,5.75,1957,26.926
1717,Africa,566,Nigeria,22024,Zaria,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,11.11128,7.7227,1957,85.832
1718,Africa,646,Rwanda,22404,Kigali,"Censuses of 1970, 1978, 1991, 2002 and 2012; Estimate for 1960; Sample Survey of 1996.",City Proper,-1.947364,30.057897,1957,29.11
1719,Africa,686,Senegal,22439,Dakar,"Censuses of 1951, 1955, 1976, 1988, 2002 and 2013; Estimate for 1969; Sample Survey of 1961.",Urban Agglomeration,14.6937,-17.44406,1957,278.571
1720,Africa,686,Senegal,204181,Rufisque,"Censuses of 1951, 1988, 2002 and 2013; Sample Survey of 1961.",City Proper,14.717168,-17.273316,1957,42.735
1721,Africa,686,Senegal,22442,Thies,"Censuses of 1951, 1976, 1988, 2002 and 2013; Estimate for 1954; Sample Survey of 1961.",City Proper,14.8,-16.933333,1957,48.631
1722,Africa,694,Sierra Leone,22445,Freetown,"Censuses of 1963, 1974, 1985, 2004 and 2015.",City Proper,8.484,-13.22994,1957,110.007
1723,Africa,706,Somalia,204111,Berbera,"Estimates for 1972, 1984 and 2007.",Urban Agglomeration,10.43959,45.01432,1957,16.063
1724,Africa,706,Somalia,204112,Hargeysa,"Estimates for 1963, 1982 and 2007.",Urban Agglomeration,9.56,44.065,1957,44.931
